COGID	CATALAN_REF	CATALAN_SEQ	FRENCH_REF	FRENCH_SEQ	ITALIAN_REF	ITALIAN_SEQ	LATIN_REF	LATIN_SEQ	PORTUGUESE_REF	PORTUGUESE_SEQ	ROMANIAN_REF	ROMANIAN_SEQ	SPANISH_REF	SPANISH_SEQ
DRIVE_(CATTLE)_1180									k õ d u z i r	k õ d u z i r				
DRIVE_(CATTLE)_1181							a g ɛ r ɛ	a g ɛ r ɛ						
DRIVE_(CATTLE)_1184	ə r i a	ə r i a												
DRIVE_1176	- ə n a	ə n a												
DRIVE_1177									i r	i r			i ɾ	i ɾ
DRIVE_1182					v i a d dʒ a r e	v i a d dʒ a r e								
DRIVE_1183			ʁ u l e	ʁ u l e										
DRIVE_1185											m e r dʒ e	m e r dʒ e		
DRIVE_1186					a n d a r e	a n d a r e								
DRIVE_1187			a l e	a l e										
DRIVE_1188							w ɛ h iː	w ɛ h iː						
DROP_(OF_A_LIQUID)_1189	g ɔ - t̪ ə	g ɔ t̪ ə	g u - t -	g u t	g o t tʃ a	g o t tʃ a	gʷ - - tː a	gʷ tː a	g o - t ɐ	g o t ɐ			g o - t a	g o t a
DROP_(OF_A_LIQUID)_1192											p i k ə t u r ə	p i k ə t u r ə		
DROP_(SOMETHING)_1190	d̪ ə ʃ ə ɾ - + k a w - ɾ ə	d̪ ə ʃ ə ɾ + k a w ɾ ə			l a ʃː a r e + k a d e r e	l a ʃː a r e + k a d e r e							d e x a ɾ - + k a - e ɾ -	d e x a ɾ + k a e ɾ
DROP_(SOMETHING)_1191			l ɑː ʃ e	l ɑː ʃ e										
DROP_(SOMETHING)_1193											a r u n k a	a r u n k a		
DROP_(SOMETHING)_1194			l ɛ s e + t ɔ̃ b e	l ɛ s e + t ɔ̃ b e										
DROP_(SOMETHING)_1195											s k ə p a	s k ə p a		
DROP_(SOMETHING)_1196									d e j ʃ a r k a j r	d e j ʃ a r k a j r				
DROP_(SOMETHING)_1197							d iː m ɪ tː ɛ r ɛ	d iː m ɪ tː ɛ r ɛ						
DRY_1207	s ɛ k -	s ɛ k	s ɛ k -	s ɛ k	s e kː o	s e kː o			s e k u	s e k u	s e k -	s e k	s e k o	s e k o
DRY_1210											u s k a t	u s k a t		
DRY_1213							aː r ɪ d ʊ s	aː r ɪ d ʊ s						
DRY_UP_1208	ə s ə k a ɾ z ə	ə s ə k a ɾ z ə			a ʃː u g a r z i	a ʃː u g a r z i			- s ə k a r - -	s ə k a r			- s e k a ɾ s e	s e k a ɾ s e
DRY_UP_1209											s e + u s k a	s e + u s k a		
DRY_UP_1211							aː r eː s k ɛ r ɛ	aː r eː s k ɛ r ɛ						
DRY_UP_1212			s e ʃ e	s e ʃ e										
DUCK_1214									p a t ɐ	p a t ɐ			p a t o	p a t o
DUCK_1215											r a ts ə	r a ts ə		
DUCK_1216					a n a t r a	a n a t r a								
DUCK_1217			k a n aː ʁ	k a n aː ʁ										
DUCK_1218	a n ə k	a n ə k												
DUCK_1219							a n a s	a n a s						
DUST_1220					p o l v e r e	p o l v e r e							p o l β - - o	p o l β o
DUST_1221											p r a f	p r a f		
DUST_1222									p ɔ	p ɔ				
DUST_1223							p ʊ lˠ w ɪ s	p ʊ lˠ w ɪ s						
DUST_1224	p ɔ lˠ s	p ɔ lˠ s												
DUST_1225			p u s j ɛː ʁ	p u s j ɛː ʁ										
DWELL_(LIVE,_RESIDE)_1226	- ə β i t̪ - - a	ə β i t̪ a	- a b i t - - e	a b i t e	- a b i t a r e	a b i t a r e	h a b ɪ t aː r ɛ	h a b ɪ t aː r ɛ					- a β i t a ɾ -	a β i t a ɾ
DWELL_(LIVE,_RESIDE)_1227	β i w ɾ ə	β i w ɾ ə												
DWELL_(LIVE,_RESIDE)_1228											l o k u j	l o k u j		
DWELL_(LIVE,_RESIDE)_1229			d ə m œ ʁ e	d ə m œ ʁ e										
DWELL_(LIVE,_RESIDE)_1230													b i β i ɾ	b i β i ɾ
DWELL_(LIVE,_RESIDE)_1231											s t a	s t a		
DWELL_(LIVE,_RESIDE)_1232									m u r a r	m u r a r				
DYE_1233	t̪ ə ɲ - i - -	t̪ ə ɲ i	t ɛ̃ː - d - ʁ ə	t ɛ̃ː d ʁ ə	t i n dʒ e r e	t i n dʒ e r e	t ɪ ŋ g ɛ r ɛ	t ɪ ŋ g ɛ r ɛ	t ĩ - g i r -	t ĩ g i r			t e ɲ - i ɾ -	t e ɲ i ɾ
DYE_1234									k o l o r - i r	k o l o r i r	k o l o r - a -	k o l o r a	k o l o ɾ e a ɾ	k o l o ɾ e a ɾ
DYE_1235											v o p sʲ	v o p sʲ		
EAGLE_1236	a ɣ - i lˠ ə	a ɣ i lˠ ə			a k w i l a	a k w i l a	a kʷ - ɪ lˠ a	a kʷ ɪ lˠ a					a ɣ - i l a	a ɣ i l a
EAGLE_1237											v u l t u r	v u l t u r		
EAGLE_1238									a ɣ j ɐ	a ɣ j ɐ				
EAGLE_1239			ɛː g l ə	ɛː g l ə										
EARTH_(SOIL)_1242	t̪ - ɛ r ə	t̪ ɛ r ə	t - ɛː ʁ -	t ɛː ʁ	t - e rː a	t e rː a	t - ɛ rː a	t ɛ rː a	t - ɛ ʀ ɐ	t ɛ ʀ ɐ			t j e r a	t j e r a
EARTH_(SOIL)_1243											p ə m ɨ n t	p ə m ɨ n t		
EAR_1240	u ɾ ɛ ʎ - ə	u ɾ ɛ ʎ ə	ɔ ʁ ɛ - j -	ɔ ʁ ɛ j	o r e kː j o	o r e kː j o			o r e ʎ - ɐ	o r e ʎ ɐ	u r e k - e	u r e k e	o ɾ e x - a	o ɾ e x a
EAR_1241							a ʊ r ɪ s	a ʊ r ɪ s						
EAST_1244									l ɛ ʃ t ə	l ɛ ʃ t ə			- e s t e	e s t e
EAST_1245			- ɛ s t	ɛ s t	- e s t	e s t					j e s t	j e s t		
EAST_1246	u ɾ i ɛ n̪ - -	u ɾ i ɛ n̪			o r i e n t e	o r i e n t e	ɔ r ɪ ẽː s - -	ɔ r ɪ ẽː s						
EAST_1247									o r j e n t e	o r j e n t e				
EAST_1248											r ə s ə r i t	r ə s ə r i t		
EAST_1249			ɔ ʁ j ɑ̃	ɔ ʁ j ɑ̃										
EAST_1250	ɛ s	ɛ s												
EAT_1251	m ə ɲ ʒ - - a	m ə ɲ ʒ a	m ɑ̃ - ʒ - - e	m ɑ̃ ʒ e	m a n dʒ a r e	m a n dʒ a r e					m ɨ n k - - a	m ɨ n k a		
EAT_1252									k u m e r	k u m e r			k o m e ɾ	k o m e ɾ
EAT_1253							ɛ d ɛ r ɛ	ɛ d ɛ r ɛ						
EDGE_1254									b o r ð - - a	b o r ð a	b o r d u r ə	b o r d u r ə	b o ɾ ð - - e	b o ɾ ð e
EDGE_1255							a ŋ gʷ lˠ ʊ s	a ŋ gʷ lˠ ʊ s						
EDGE_1256									a r e ʃ t a	a r e ʃ t a				
EDGE_1257	k ə n̪ t̪ ɛ ʎ	k ə n̪ t̪ ɛ ʎ												
EDGE_1258											m u k j e	m u k j e		
EDGE_1259					s p i g o l o	s p i g o l o								
EDGE_1260			a ʁ ɛː t	a ʁ ɛː t										
EDGE_1261	k a j ɾ ə	k a j ɾ ə												
EGG_1262	- ɔ w -	ɔ w	- œ f -	œ f	u o v o	u o v o	- oː w ʊ̃	oː w ʊ̃	- o v u	o v u	- o w -	o w	w e β o	w e β o
EIGHTY_1266	β u j t̪ - - a n̪ t̪ ə	β u j t̪ a n̪ t̪ ə			- o - tː - - a n t a	o tː a n t a	- ɔ k t oː g ɪ n t aː	ɔ k t oː g ɪ n t aː	- o j t - - ẽ - t ɐ	o j t ẽ t ɐ			- o - tʃ - - e n t a	o tʃ e n t a
EIGHTY_1267											o p t z e tʃʲ	o p t z e tʃʲ		
EIGHTY_1268			k a t ʁ ə v ɛ̃	k a t ʁ ə v ɛ̃										
EIGHT_1263					o - tː o	o tː o	ɔ k t oː	ɔ k t oː	o j t u	o j t u			o - tʃ o	o tʃ o
EIGHT_1264	β u j t̪	β u j t̪									- o p t	o p t		
EIGHT_1265			ɥ i t	ɥ i t										
ELBOW_1269			k u d -	k u d							k o t -	k o t	k o ð o	k o ð o
ELBOW_1270					g o m i t o	g o m i t o	k ʊ b ɪ t ʊ̃	k ʊ b ɪ t ʊ̃						
ELBOW_1271									k u t u v e l u	k u t u v e l u				
ELBOW_1272	k ɔ lˠ z ə	k ɔ lˠ z ə												
ELEVATION_1273					a l t u r a	a l t u r a			a lˠ t - - u	a lˠ t u				
ELEVATION_1274			e m i n ɑ̃ː s	e m i n ɑ̃ː s										
ELEVATION_1275											r i d i k ə t u r ə	r i d i k ə t u r ə		
ELEVATION_1276									o w t e j r u	o w t e j r u				
ELEVATION_1277			e l e v ɑ s j ɔ̃	e l e v ɑ s j ɔ̃										
ELEVATION_1278													θ e r o	θ e r o
ELEVATION_1279											d e a l	d e a l		
ELEVATION_1280							s p ɛ k ʊ lˠ a	s p ɛ k ʊ lˠ a						
ELEVATION_1281	t̪ u ɾ o	t̪ u ɾ o												
ELEVEN_1282	ɔ n z ə	ɔ n z ə							õ - z ə	õ z ə			o n θ e	o n θ e
ELEVEN_1283					u n d i tʃ i	u n d i tʃ i	uː n d ɛ k ɪ̃	uː n d ɛ k ɪ̃						
ELEVEN_1284											u n s p r e z e tʃ e	u n s p r e z e tʃ e		
ELEVEN_1285			ɔ̃ː z	ɔ̃ː z										
ELK_1286					a l tʃ e -	a l tʃ e	a lˠ k eː s	a lˠ k eː s	a lˠ s e -	a lˠ s e			a l θ e -	a l θ e
ELK_1287			e l ɑ̃	e l ɑ̃										
ELK_1288											j e l a n	j e l a n		
ELK_1289	a n̪	a n̪												
EMERGE_(APPEAR)_172	- ə - p ə ɾ ɛ ʃ ə - -	ə p ə ɾ ɛ ʃ ə	- a - p a ʁ ɛː t - ʁ ə	a p a ʁ ɛː t ʁ ə	k o m p a r i - - r e	k o m p a r i r e	- a - pː aː r eː - - r ɛ	a pː aː r eː r ɛ	- ɐ - p ɐ r ə s e r -	ɐ p ɐ r ə s e r	- a - p ə r e - a - -	a p ə r e a	- a - p a ɾ e θ e ɾ -	a p a ɾ e θ e ɾ
EMPTY_1290													b a θ i o	b a θ i o
EMPTY_1291											g o l	g o l		
EMPTY_1292									v ɐ z i w	v ɐ z i w				
EMPTY_1293							w a k ʊ ʊ s	w a k ʊ ʊ s						
EMPTY_1294					v u o t o	v u o t o								
EMPTY_1295			v i d	v i d										
EMPTY_1296	b u j t̪	b u j t̪												
ENDURE_1307			s y p ɔ ʁ t e - -	s y p ɔ ʁ t e	s o pː o r t a r e	s o pː o r t a r e			s u p u r t a r -	s u p u r t a r	s u p o r t a - -	s u p o r t a	s o p o ɾ t a ɾ -	s o p o ɾ t a ɾ
ENDURE_1308			t ɔ l e ʁ - - e	t ɔ l e ʁ e			t ɔ lˠ ɛ r aː r ɛ	t ɔ lˠ ɛ r aː r ɛ						
ENDURE_1309	ə ɣ w ə n̪ t̪ a	ə ɣ w ə n̪ t̪ a												
ENDURE_1310							s ʊ s t ɪ n eː r ɛ	s ʊ s t ɪ n eː r ɛ						
ENDURE_1311											r ə b d a	r ə b d a		
END_(OF_SPACE)_1299	k a p - -	k a p			k a p o -	k a p o	k a p ʊ t	k a p ʊ t	k a β u -	k a β u	k a p ə t	k a p ə t	k a β o -	k a β o
END_(OF_SPACE)_1301					e - s t r e m i t a	e s t r e m i t a			e j ʃ t r e m - - u	e j ʃ t r e m u			e k s t ɾ e m - - o	e k s t ɾ e m o
END_(OF_SPACE)_1303			b u	b u										
END_(OF_TIME)_1297	f i n a lˠ -	f i n a lˠ			f i n e - -	f i n e	f iː n ɪ s -	f iː n ɪ s					f i n a l -	f i n a l
END_(OF_TIME)_1300	f i -	f i	f ɛ̃ -	f ɛ̃					f ĩ -	f ĩ			f i n	f i n
END_(OF_TIME)_1304											s f ɨ r ʃ i t	s f ɨ r ʃ i t		
ENEMY_1312	ə n ə m i k - -	ə n ə m i k	ɛ n - m i - - -	ɛ n m i	- n e m i k o -	n e m i k o	ɪ n ɪ m iː k ʊ s	ɪ n ɪ m iː k ʊ s	i n ə m i ɣ u -	i n ə m i ɣ u			e n e m i ɣ o -	e n e m i ɣ o
ENEMY_1313											d u ʃ m a n	d u ʃ m a n		
ENTER_1692	ə n̪ t̪ ɾ a - -	ə n̪ t̪ ɾ a	ɑ̃ - t ʁ e - -	ɑ̃ t ʁ e	e n t r a r e	e n t r a r e			ẽ - t r a r -	ẽ t r a r	i n t r a - -	i n t r a	e n t ɾ a ɾ -	e n t ɾ a ɾ
ENTER_1693							ɪ ŋ g r ɛ d iː	ɪ ŋ g r ɛ d iː						
ENTER_1694							ɪ n iː r ɛ	ɪ n iː r ɛ						
ESCAPE_1315	r ə f u ʒ i - a ɾ z ə	r ə f u ʒ i a ɾ z ə							r e f u ʒ - j a r ʃ e	r e f u ʒ j a r ʃ e				
ESCAPE_1316													e s k a p a ɾ s e	e s k a p a ɾ s e
ESCAPE_1317											j e v a d a	j e v a d a		
ESCAPE_1318							ɛ fː ʊ g ɛ r ɛ	ɛ fː ʊ g ɛ r ɛ						
ESCAPE_1319					s f u d dʒ i r e	s f u d dʒ i r e								
ESCAPE_1320			s ɑ̃ f ɥ iː ʁ	s ɑ̃ f ɥ iː ʁ										
EVENING_1321			s w a - ʁ - - e	s w a ʁ e	s - e - r a t a	s e r a t a					s - e a r - - ə	s e a r ə		
EVENING_1322	β ɛ s p - ɾ ə	β ɛ s p ɾ ə					w ɛ s p ɛ r -	w ɛ s p ɛ r						
EVENING_1323									n o j t ə	n o j t ə			n o - tʃ e	n o tʃ e
EVENING_1324									t ɐ r d i ɲ ɐ	t ɐ r d i ɲ ɐ				
EVERYWHERE_1327	- - p ə ɾ t̪ ɔ t̪ -	p ə ɾ t̪ ɔ t̪	- - p a ʁ t u - -	p a ʁ t u	d a pː e r t u tː o	d a pː e r t u tː o								
EVERYWHERE_1328									- ẽ - + t o ð ɐ - + p a r t ə -	ẽ + t o ð ɐ + p a r t ə			p o ɾ + t o ð a s + p a ɾ t e s	p o ɾ + t o ð a s + p a ɾ t e s
EVERYWHERE_1329											p r e t u t i n d e nʲ	p r e t u t i n d e nʲ		
EVERYWHERE_1330	p ə ɾ + t̪ u t̪ + ə r ɛ w	p ə ɾ + t̪ u t̪ + ə r ɛ w												
EVERYWHERE_1331											p e s t e + t o t	p e s t e + t o t		
EVERYWHERE_1332							ʊ b iː kʷ ɛ	ʊ b iː kʷ ɛ						
EVIL_1333											r ə w t ə tʃ j o s	r ə w t ə tʃ j o s		
EVIL_1334													m a l o	m a l o
EVIL_1335											r ə w	r ə w		
EVIL_1336									m a w	m a w				
EVIL_1337							ɪ m p r ɔ b ʊ s	ɪ m p r ɔ b ʊ s						
EVIL_1338					k a tː i v o	k a tː i v o								
EVIL_1339			m o v ɛ	m o v ɛ										
EVIL_1340	d̪ u lˠ ɛ n̪	d̪ u lˠ ɛ n̪												
EXPENSIVE_1341	k a - - -	k a			k a r o -	k a r o	k aː r ʊ s	k aː r ʊ s	k a r u -	k a r u			k a ɾ o -	k a ɾ o
EXPENSIVE_1342											s k u m p	s k u m p		
EXPENSIVE_1343			ʃ ɛː ʁ	ʃ ɛː ʁ										
EYE_1344	u ʎ - -	u ʎ	œ - j -	œ j	o kː j o	o kː j o			o ʎ - u	o ʎ u			o x - o	o x o
EYE_1345											o kʲ	o kʲ		
EYE_1346							ɔ k ʊ lˠ ʊ s	ɔ k ʊ lˠ ʊ s						
FACE_1347			v i z aː ʒ	v i z aː ʒ	v i z o -	v i z o					f a ts ə -	f a ts ə		
FACE_1348	k a ɾ ə	k a ɾ ə							k a r ɐ	k a r ɐ			k a ɾ a	k a ɾ a
FACE_1349					f a t tʃ a	f a t tʃ a								
FACE_1350									ʀ o ʃ t u	ʀ o ʃ t u				
FACE_1351											f i g u r ə	f i g u r ə		
FACE_1352							w ʊ lˠ t uː s	w ʊ lˠ t uː s						
FAIRY_TALE_1353	k - ɔ n̪ t̪ ə	k ɔ n̪ t̪ ə	k - ɔ̃ː - t -	k ɔ̃ː t					k - õ - t u	k õ t u			k w e n t o	k w e n t o
FAIRY_TALE_1354					f a v o l a	f a v o l a	f aː b ʊ lˠ a	f aː b ʊ lˠ a						
FAIRY_TALE_1355											p o v e s t e	p o v e s t e		
FAIRY_TALE_1356			k ɔ̃ː t + d ə + f eː	k ɔ̃ː t + d ə + f eː										
FAIRY_TALE_1357											b a s m	b a s m		
FALL_1358	k a w - ɾ ə	k a w ɾ ə			k a d e r e	k a d e r e	k a d ɛ r ɛ	k a d ɛ r ɛ	k ɐ - i r -	k ɐ i r	k ə d e - a	k ə d e a	k a - e ɾ -	k a e ɾ
FALL_1359	t̪ u m β a	t̪ u m β a												
FALL_1360			t ɔ̃ b e	t ɔ̃ b e										
FALL_ASLEEP_1361	- ə ð u ɾ m - - - i ɾ z ə	ə ð u ɾ m i ɾ z ə	s ɑ̃ d ɔ ʁ m - - - iː ʁ - -	s ɑ̃ d ɔ ʁ m iː ʁ	- a dː o r m e n t a r z i	a dː o r m e n t a r z i			- ɐ ð u r m ə - s e r - -	ɐ ð u r m ə s e r			- - d o ɾ m - - - i ɾ s e	d o ɾ m i ɾ s e
FALL_ASLEEP_1362							ɔ b d ɔ r m iː s k ɛ r ɛ	ɔ b d ɔ r m iː s k ɛ r ɛ						
FALL_ASLEEP_1363											a d o r mʲ	a d o r mʲ		
FAMILIAR_1372	k u n ə - ɣ u t̪ -	k u n ə ɣ u t̪			k o n o ʃː - u t o	k o n o ʃː u t o			k u ɲ ə s - i ð u	k u ɲ ə s i ð u	k u n o s k u t -	k u n o s k u t	k o n o θ - i ð o	k o n o θ i ð o
FAMILIAR_1373					n o t o -	n o t o	n oː t ʊ s	n oː t ʊ s						
FAMILIAR_1374			k ɔ n y	k ɔ n y										
FAMILY_1375	f ə m i lˠ i a	f ə m i lˠ i a	f a m i j - -	f a m i j	f a m i ʎː - a	f a m i ʎː a	f a m ɪ lˠ ɪ a	f a m ɪ lˠ ɪ a	f ɐ m i l j ɐ	f ɐ m i l j ɐ	f a m i l j e	f a m i l j e	f a m i l j a	f a m i l j a
FAR_1380	d̪ i s t a n̪ -	d̪ i s t a n̪							d i ʃ t ã t e	d i ʃ t ã t e				
FAR_1381					l o n t a n o	l o n t a n o							l e - x a n o	l e x a n o
FAR_1382											d e p a r t e	d e p a r t e		
FAR_1383	ʎ u ɲ a	ʎ u ɲ a												
FAR_1384			l w ɛ̃ t ɛ̃	l w ɛ̃ t ɛ̃										
FAR_1385									r e m o t u	r e m o t u				
FAR_1386							lˠ ɔ ŋ g ɪ ŋ kʷ ʊ s	lˠ ɔ ŋ g ɪ ŋ kʷ ʊ s						
FAR_1387			e l w a ɲ e	e l w a ɲ e										
FATHER_1395	p a - - ɾ ə	p a ɾ ə	p ɛː - - ʁ -	p ɛː ʁ	p a d - r e	p a d r e	p a t ɛ r -	p a t ɛ r	p a - - j -	p a j			p a ð - ɾ e	p a ð ɾ e
FATHER_1396											t a t ə	t a t ə		
FATHER_1397											p ə r i n t e	p ə r i n t e		
FAT_(OBESE)_1388	g ɾ a s - -	g ɾ a s	g ʁ ɑ - - -	g ʁ ɑ	g r a sː o -	g r a sː o	k r a sː ʊ s	k r a sː ʊ s			g r a s - -	g r a s		
FAT_(OBESE)_1389									g o r ð - - u	g o r ð u				
FAT_(OBESE)_1390													o β e s o	o β e s o
FAT_(ORGANIC_SUBSTANCE)_1388	g ɾ ɛ ʃ - -	g ɾ ɛ ʃ	g ʁ ɛ s - -	g ʁ ɛ s	g r a sː o -	g r a sː o							g ɾ a s a -	g ɾ a s a
FAT_(ORGANIC_SUBSTANCE)_1389									ɣ o r ð u r a	ɣ o r ð u r a				
FAT_(ORGANIC_SUBSTANCE)_1391											g r ə s i m e	g r ə s i m e		
FAT_(ORGANIC_SUBSTANCE)_1392											u n t u r ə	u n t u r ə		
FAT_(ORGANIC_SUBSTANCE)_1393									b ɐ ɲ ɐ	b ɐ ɲ ɐ				
FAT_(ORGANIC_SUBSTANCE)_1394							p ɪ ŋ gʷ ɛ	p ɪ ŋ gʷ ɛ						
FAULT_1398	k u lˠ p ə	k u lˠ p ə			k o l p a	k o l p a	k ʊ lˠ p a	k ʊ lˠ p a	k u lˠ p ɐ	k u lˠ p ɐ			k u l p a	k u l p a
FAULT_1399			k y l p a b i l i t e	k y l p a b i l i t e										
FAULT_1400											v i n ə	v i n ə		
FAULT_1401			f oː t	f oː t										
FEAR_(BE_AFRAID)_294	t̪ ə n i ɾ + p - - - ɔ	t̪ ə n i ɾ + p ɔ											t e n e ɾ + m j e ð o	t e n e ɾ + m j e ð o
FEAR_(BE_AFRAID)_295									t e r r e s e j o ð e	t e r r e s e j o ð e				
FEAR_(BE_AFRAID)_296			a v w aː ʁ - + p œː - ʁ -	a v w aː ʁ + p œː ʁ	a v - e r e + p a u r a	a v e r e + p a u r a								
FEAR_(BE_AFRAID)_297											f i + t e a m ə + a	f i + t e a m ə + a		
FEAR_(BE_AFRAID)_298											s e + t e m e	s e + t e m e		
FEAR_(BE_AFRAID)_299							w ɛ r eː r ɪ	w ɛ r eː r ɪ						
FEATHER_1402					p e nː a	p e nː a	p ɛ nː a	p ɛ nː a	p e n ɐ	p e n ɐ	p a n ə	p a n ə		
FEATHER_1403	p lˠ ɔ m ə	p lˠ ɔ m ə	p l y m -	p l y m									p l u m a	p l u m a
FEBRUARY_6	f ə β - ɾ - - - - - ɛ -	f ə β ɾ ɛ	f e v - ʁ - - - - i e -	f e v ʁ i e	f e bː - r - a - - i o -	f e bː r a i o	f ɛ b - r ʊ aː - r ɪ ʊ s	f ɛ b r ʊ aː r ɪ ʊ s	f ə v ə r - e j r - u -	f ə v ə r e j r u			f e β - ɾ - e - ɾ - o -	f e β ɾ e ɾ o
FEBRUARY_7											f e b r w a r j e	f e b r w a r j e		
FEED_1404													e tʃ a ɾ + ð e + k o m e ɾ	e tʃ a ɾ + ð e + k o m e ɾ
FEED_1405											d a + d e + m ɨ n k a r e	d a + d e + m ɨ n k a r e		
FEED_1406									d a r ð e k o m e r a	d a r ð e k o m e r a				
FEED_1407							n uː t r iː r ɛ	n uː t r iː r ɛ						
FEED_1408					d a r + d a + m a n dʒ a r e + a	d a r + d a + m a n dʒ a r e + a								
FEED_1409			f ɛː ʁ + m ɑ̃ ʒ e	f ɛː ʁ + m ɑ̃ ʒ e										
FEED_1410	d̪ u n ə ɾ + m ə ɲ ʒ ə ɾ + a	d̪ u n ə ɾ + m ə ɲ ʒ ə ɾ + a												
FEEL_(TACTUALLY)_1411	s ə n̪ t̪ i - -	s ə n̪ t̪ i	s ɑ̃ - t iː ʁ -	s ɑ̃ t iː ʁ	s e n t i r e	s e n t i r e	s ɛ n t iː r ɛ	s ɛ n t iː r ɛ	s ẽ - t i r -	s ẽ t i r			s e n t i ɾ -	s e n t i ɾ
FEEL_(TACTUALLY)_1412											r e s i m tsʲ	r e s i m tsʲ		
FENCE_1413									s e r k - - ɐ	s e r k ɐ			θ e ɾ k a ð o	θ e ɾ k a ð o
FENCE_1414									v e ð a s ã w	v e ð a s ã w				
FENCE_1415													b a ʝ a	b a ʝ a
FENCE_1416											g a r d	g a r d		
FENCE_1417					r e tʃ i n t o	r e tʃ i n t o								
FENCE_1418			k l o t yː ʁ	k l o t yː ʁ										
FENCE_1419	t̪ a ŋ k ə	t̪ a ŋ k ə												
FENCE_1420							s a ɛ p eː s	s a ɛ p eː s						
FEVER_1421	f - ɛ β ɾ ə -	f ɛ β ɾ ə	f j ɛː v ʁ ə -	f j ɛː v ʁ ə	f - e bː r e -	f e bː r e	f - ɛ b r ɪ s	f ɛ b r ɪ s	f - ɛ β r ə -	f ɛ β r ə	f - e b r ə -	f e b r ə	f j e β ɾ e -	f j e β ɾ e
FIFTY_1422	s i ŋ k - w a n̪ t̪ ə	s i ŋ k w a n̪ t̪ ə	s ɛ̃ - k - - ɑ̃ː - t -	s ɛ̃ k ɑ̃ː t	tʃ i n k - w a n t a	tʃ i n k w a n t a	kʷ iː ŋ kʷ aː g iː n t aː	kʷ iː ŋ kʷ aː g iː n t aː	s ĩ - k - w ẽ - t ɐ	s ĩ k w ẽ t ɐ			θ i ŋ k - w e n t a	θ i ŋ k w e n t a
FIFTY_1423											tʃ i n tʃ i z e tʃʲ	tʃ i n tʃ i z e tʃʲ		
FILL_1430	- u m p lˠ - - i	u m p lˠ i					k ɔ m p lˠ eː r ɛ	k ɔ m p lˠ eː r ɛ			- u m p l - - e	u m p l e		
FILL_1431													ʝ e n a ɾ	ʝ e n a ɾ
FILL_1432									ẽ ʃ e r	ẽ ʃ e r				
FILL_1433					r i e m p i r e	r i e m p i r e								
FILL_1434			ʁ ɑ̃ p l iː ʁ	ʁ ɑ̃ p l iː ʁ										
FIND_1441	t̪ ɾ u β - - a	t̪ ɾ u β a	t ʁ u v - - e	t ʁ u v e	t r o v a r e	t r o v a r e								
FIND_1442									ẽ - k õ - t r a r	ẽ k õ t r a r			e ŋ k o n t ɾ a ɾ	e ŋ k o n t ɾ a ɾ
FIND_1443									ɐ ʃ a r	ɐ ʃ a r			a ʝ a ɾ	a ʝ a ɾ
FIND_1444											g ə sʲ	g ə sʲ		
FIND_1445							r ɛ p ɛ r iː r ɛ	r ɛ p ɛ r iː r ɛ						
FINE_OR_THIN_1042					f i n e	f i n e			f i n u	f i n u	f i n -	f i n	f i n o	f i n o
FINE_OR_THIN_1043					d e l i k a t o	d e l i k a t o							d e l i k a ð o	d e l i k a ð o
FINE_OR_THIN_1044	f i	f i	f ɛ̃	f ɛ̃										
FINE_OR_THIN_1045											s u b ts i r e	s u b ts i r e		
FINE_OR_THIN_1046									ʃ u β t i lˠ	ʃ u β t i lˠ				
FINE_OR_THIN_1047			m ə n y	m ə n y										
FINE_OR_THIN_1048							s ʊ b t iː lˠ ɪ s	s ʊ b t iː lˠ ɪ s						
FINGERNAIL_1450	u ŋ g lˠ ə	u ŋ g lˠ ə	ɔ̃ - g l ə	ɔ̃ g l ə	u ŋ g j a	u ŋ g j a					u n g j e	u n g j e		
FINGERNAIL_1451									u ɲ ɐ	u ɲ ɐ			u ɲ a	u ɲ a
FINGERNAIL_1452							ʊ ŋ gʷ ɪ k ʊ lˠ ʊ s	ʊ ŋ gʷ ɪ k ʊ lˠ ʊ s						
FINGERNAIL_OR_TOENAIL_2518	u ŋ g lˠ ə	u ŋ g lˠ ə	ɔ̃ - g l ə	ɔ̃ g l ə	u ŋ g j a	u ŋ g j a					u n g j e	u n g j e		
FINGERNAIL_OR_TOENAIL_2519									u ɲ ɐ	u ɲ ɐ			u ɲ a	u ɲ a
FINGERNAIL_OR_TOENAIL_2522							ʊ ŋ gʷ ɪ s	ʊ ŋ gʷ ɪ s						
FINGER_1446	d̪ i t̪ -	d̪ i t̪			d i t o	d i t o			d e ð u	d e ð u			d e ð o	d e ð o
FINGER_1447											d e dʒ e t	d e dʒ e t		
FINGER_1448							d ɪ g ɪ t ʊ s	d ɪ g ɪ t ʊ s						
FINGER_1449			d w a	d w a										
FINISH_1453			t ɛ ʁ m i n e - -	t ɛ ʁ m i n e	t e r m i n a r e	t e r m i n a r e			t ə r m i n a r -	t ə r m i n a r	t e r m i n a - -	t e r m i n a	t e ɾ m i n a ɾ -	t e ɾ m i n a ɾ
FINISH_1454	ə k ə β a -	ə k ə β a							ɐ k ɐ β a r	ɐ k ɐ β a r			a k a β a ɾ	a k a β a ɾ
FINISH_1455			f i n iː ʁ -	f i n iː ʁ	f i n i r e	f i n i r e	f iː n iː r ɛ	f iː n iː r ɛ						
FINISH_1456											s f ɨ r ʃʲ	s f ɨ r ʃʲ		
